x,y,z,time
17.906416461892228,7.949043885296417,47.935003406767265,0.38
16.78602972168962,4.432841317945022,47.73470925559851,0.39
15.455464563356658,1.275248591356247,46.931821671350384,0.4
13.971900070031538,-1.4270824281115821,45.673009706853435,0.41000000000000003
12.39461388008159,-3.6349455467435163,44.12347404084899,0.42
10.781804758629857,-5.3640971202892125,42.44559173107683,0.43
9.179210144868396,-6.662696083145392,40.735227757342514,0.44
7.62404715280325,-7.589904705538297,39.06956917021639,0.45
6.1440587585844,-8.212449500199625,37.50239376185257,0.46
4.757517725438385,-8.603894085526022,36.06348160033618,0.47000000000000003
3.4751668199316192,-8.822617413643016,34.76258255172876,0.48
2.3000952694875405,-8.912540125378227,33.59638502448691,0.49
1.2319829488827874,-8.9126619912794,32.55754611432966,0.5
0.2682411371198157,-8.854450238256993,31.636263693825736,0.51
-0.5959874825731033,-8.761839549584188,30.820276412393564,0.52
-1.367844006085325,-8.651438846009261,30.095041112260564,0.53
-2.0560203615793395,-8.536509839812345,29.44870974646038,0.54
-2.668079637282959,-8.425073682065776,28.871763119564896,0.55
-3.211321509932278,-8.322741309794553,28.355286588372522,0.56
-3.6930870836353766,-8.234081766709442,27.891574253540906,0.5700000000000001
-4.12075888987232,-8.16262220320698,27.474128959586967,0.58
-4.501760887495173,-8.110847876369476,27.09766229488685,0.59
-4.84353963907046,-8.08003910239739,26.757946798265042,0.6
-5.152150400716452,-8.069259098754179,26.451321652589723,0.61
-5.4315238579716105,-8.07770478577469,26.176124242240505,0.62
-5.685406556601652,-8.104629549177917,25.931010170496055,0.63
-5.9175197552481205,-8.149142448368806,25.71466017769031,0.64
-6.13155942542839,-8.21020821643827,25.525780141212476,0.65
-6.33119625153566,-8.286647260163178,25.363101075507036,0.66
-6.520075630838961,-8.37713566000636,25.22537913207373,0.67
-6.701575294312198,-8.480143320246158,25.111570851296545,0.68
-6.8769286107809275,-8.593819269829897,25.022173712136368,0.6900000000000001
-7.046989834191987,-8.716636429515264,24.957786473565147,0.7000000000000001
-7.212660419936694,-8.846991693357237,24.918690633761283,0.71
-7.374772419491666,-8.983138819508511,24.90493063677537,0.72
-7.5340884804188155,-9.123188430219463,24.916313872530182,0.73
-7.691301846365356,-9.265108011838178,24.952410676820705,0.74
-7.847036357063794,-9.40672191481044,25.0125543313141,0.75
-8.001844323962944,-9.545716761914399,25.095842225859723,0.76
-8.155694884821212,-9.680263769066604,25.201497949217607,0.77
-8.307712971872663,-9.808292229849098,25.329158377687165,0.78
-8.45700360896747,-9.927426472136794,25.478140373719494,0.79
-8.602662848295006,-10.035443286643154,25.647371838824753,0.8
-8.743777770383847,-10.130271926920198,25.835391713572132,0.81
-8.879426484101765,-10.209994109358496,26.040349977589873,0.8200000000000001
-9.00867812665573,-10.272844013187177,26.260007649565264,0.8300000000000001
-9.130592863591907,-10.317208280473915,26.491736787244633,0.84
-9.244221888795673,-10.34162601612495,26.732520487433366,0.85
-9.348607424491593,-10.344788787885065,26.97895288599588,0.86
-9.442887185420362,-10.325460342883106,27.227794110165288,0.87
-9.526050368067532,-10.283105224892253,27.47660341436213,0.88
-9.59658071377334,-10.218363270777772,27.721460399421957,0.89
-9.653213113344924,-10.132117240513866,27.958632293033826,0.9
-9.694970113889323,-10.025451754981747,28.18469382015649,0.91
-9.72116191881347,-9.899653295969634,28.396527203018383,0.92
-9.731386387824209,-9.756210206172758,28.591322161117624,0.93
-9.725529036928274,-9.596812689193357,28.766575911222024,0.9400000000000001
-9.703763038432307,-9.423352809540676,28.920093167369064,0.9500000000000001
-9.666549220942846,-9.237924492630972,29.04998614086592,0.96
-9.614636069366329,-9.042823524787506,29.154674540289456,0.97
-9.5490597249091,-8.840547553240553,29.232885571486207,0.98
-9.47113492138064,-8.633805671509235,29.283662431547828,0.99
-9.381313767605894,-8.42655759530665,29.30738523813552,1.0
-9.280391290378786,-8.22210589610321,29.304452828115103,1.01
-9.169906709391583,-8.022731433391675,29.274915942041094,1.02
-9.051397674051788,-7.83054948282448,29.219194665483005,1.03
-8.92640026348213,-7.6475097362137365,29.13807842902536,1.04
-8.796448986520572,-7.475396301531232,29.032726008267684,1.05
-8.663076781720306,-7.3158277029084315,28.904665523824523,1.06
-8.52781501734976,-7.170256880636477,28.755794441325413,1.07
-8.392193491392586,-7.039971191166186,28.58837957141491,1.08
-8.257740431547678,-6.926092407108054,28.40505706975257,1.09
-8.125982495229149,-6.829576717232252,28.208832437012955,1.1
-7.998444769566351,-6.7512147264686275,28.00308051888564,1.11
-7.876644125271848,-6.691540122492789,27.79144838849668,1.12
-7.761763678590697,-6.648585454956809,27.57478995508581,1.1300000000000001
-7.654639805122179,-6.6217194014956275,27.354000096379398,1.1400000000000001
-7.556050937183567,-6.611254987529623,27.13089609774502,1.1500000000000001
-7.466696497270074,-6.617310524536751,26.907262394065437,1.16
-7.3871968980548415,-6.639809610052544,26.684850569738593,1.17
-7.318093542388958,-6.678481127670119,26.46537935867763,1.18
-7.259848823301444,-6.732859247040165,26.25053464431087,1.19
-7.212846123999259,-6.802283423870954,26.041969459581825,1.2
-7.177389817867299,-6.885898399928339,25.8413039869492,1.21
-7.153705268468398,-6.9826542030357475,25.650125558386875,1.22
-7.141938829543325,-7.091306147074187,25.469988655383933,1.23
-7.14215784501079,-7.210414831982246,25.302414908944634,1.24
-7.154350648967437,-7.338346143756091,25.148893099588427,1.25
-7.1781336108129725,-7.473821696966512,25.01051946048201,1.26
-7.212318140891516,-7.61774120070734,24.887315428826152,1.27
-7.256935504560309,-7.7696430628575195,24.780639302514455,1.28
-7.312021230646058,-7.928735048637335,24.691854512660647,1.29
-7.377469012557167,-8.094104198037773,24.622159046238345,1.3
-7.453030708283731,-8.264716825820532,24.572585446081053,1.31
-7.53831634039754,-8.439418521518014,24.544000810882153,1.32
-7.632794096052081,-8.61693414943333,24.537106795194926,1.33
-7.7357903269825306,-8.795867848640292,24.55243960943253,1.34
-7.846489549505764,-8.974703032983422,24.590370019868008,1.35
-7.963934444520349,-9.15180239107795,24.651103348634297,1.36
-8.087025857506548,-9.325407886309813,24.734679473724217,1.37
-8.214522798526318,-9.49364075683565,24.84097282899047,1.3800000000000001
-8.345042442223312,-9.654501515582808,24.96969240414565,1.3900000000000001
-8.477254107221535,-9.806086665004747,25.120361913138993,1.4000000000000001
-8.610854410934438,-9.947308893397924,25.292050540742697,1.41
-8.74453851336491,-10.075534017150952,25.483432189986164,1.42
-8.876789810564974,-10.188145930074485,25.692923167381,1.43
-9.00611409915742,-10.282861497945154,25.918678014242,1.44
-9.131039576335795,-10.357730558505564,26.158589506687154,1.45
-9.250116839864406,-10.411135921464297,26.410288655637615,1.46
-9.36191888807832,-10.441793368495906,26.671144706817735,1.47
-9.465041119883367,-10.448751653240919,26.938265140755046,1.48
-9.558101334756135,-10.43139250130584,27.208495672780263,1.49
-9.639739732743967,-10.389430610263144,27.478420253027277,1.5
-9.708618914464974,-10.322913649651282,27.74436106643318,1.51
-9.763423881108022,-10.232222260974682,28.00237853273822,1.52
-9.80288448423507,-10.118014387429314,28.2482921564257,1.53
-9.82652935100207,-9.980370586402252,28.478520078137336,1.54
-9.834088742485354,-9.821945661325858,28.689954298381345,1.55
-9.825299088430588,-9.646219388951748,28.879735877675113,1.56
-9.800134596890686,-9.456505660792027,29.045437754855406,1.57
-9.758807254225816,-9.255952483119296,29.185064747078318,1.58
-9.701766825103396,-9.047541976966636,29.29705354981931,1.59
-9.629700852498097,-8.834090378127623,29.380272736873188,1.6
-9.543534657691836,-8.618248037156318,29.43402276035411,1.61
-9.444431340273791,-8.402499419367274,29.458035950695592,1.62
-9.333791778140384,-8.189163104835531,29.452476516650492,1.6300000000000001
-9.213254627495289,-7.980391788396618,29.417940545291025,1.6400000000000001
-9.084696322849434,-7.778172279646554,29.35545600200875,1.6500000000000001
-8.950231077020995,-7.584325502941845,29.266482730514596,1.6600000000000001
-8.811317984490831,-7.401577758474204,29.15352228495712,1.67
-8.668978429548766,-7.232839225795176,29.01888600939271,1.68
-8.52496908143447,-7.0796314319661615,28.864037313329913,1.69
-8.380959973857033,-6.943194737554874,28.690633990184093,1.7
-8.238533282976217,-6.8244899139520365,28.500529400254123,1.71
-8.09918332740247,-6.72419814337138,28.295772470722383,1.72
-7.964316568196921,-6.642721018849646,28.07860769565477,1.73
-7.835251608871375,-6.580180544246587,27.851475136000694,1.74
-7.713219195388321,-6.536419134244964,27.61701041959308,1.75
-7.599362216160925,-6.510999614350547,27.37804474114835,1.76
-7.494735702053037,-6.50320522089212,27.137604862266457,1.77
-7.400306826379184,-6.512039601021474,26.898913111430854,1.78
-7.316775216979423,-6.536394747745321,26.664406794940543,1.79
-7.244198591018439,-6.575940857686422,26.433454461469793,1.8
-7.182978938624799,-6.630400298682819,26.207542045589555,1.81
-7.133477665468929,-6.699382601503783,25.98833168554103,1.82
-7.0959688988246565,-6.782405797689695,25.7774149641305,1.83
-7.070639487569207,-6.878896419552054,25.576312908729317,1.84
-7.057589002183207,-6.988189500173466,25.38647599127393,1.85
-7.056829734750679,-7.109528573407657,25.209284128265857,1.86
-7.06828669895905,-7.242065673879464,25.046046680771717,1.87
-7.091797630099144,-7.384861336984839,24.89800245442319,1.8800000000000001
-7.1271129850651835,-7.536884598890845,24.766319699417053,1.8900000000000001
-7.173895942354792,-7.69701299653566,24.65209611051516,1.9000000000000001
-7.2316566205089075,-7.864099258286409,24.5562796666902,1.9100000000000001
-7.29928404714615,-8.03777395995883,24.47909848868469,1.92
-7.376605767856778,-8.217178593129756,24.421889238217695,1.93
-7.46358704117005,-8.401113623185429,24.386100906851645,1.94
-7.560020770432654,-8.58826893601561,24.37292011551815,1.95
-7.665527503808701,-8.77722383801355,24.38327111451798,1.96
-7.779555434279726,-8.966447056076014,24.417815783521085,1.97
-7.901380399644689,-9.154296737603262,24.476953631566577,1.98
-8.030105882519976,-9.339020450499067,24.560821797062744,1.99
-8.164663010339394,-9.518755183170693,24.669295047787042,2.0
-8.30381055535418,-9.69152734452892,24.801985780886103,2.0100000000000002
-8.446134934632987,-9.855252763988013,24.958244022875714,2.02
-8.590050210061905,-10.007736691465762,25.137157429640855,2.0300000000000002
-8.733798088344432,-10.146673797383444,25.33755128643565,2.04
-8.875447921001507,-10.269648172665846,25.557988507883422,2.05
-9.013630512030579,-10.374479735675951,25.796990801477026,2.06
-9.1481709247107,-10.459565616997441,26.05255932175244,2.07
-9.27708332457482,-10.522701073093145,26.321340295776967,2.08
-9.398430452603773,-10.56206298666653,26.599898833490037,2.09
-9.510442916501981,-10.576267655072254,26.884774603123265,2.1
-9.61151919069742,-10.564370790316154,27.17248183120032,2.11
-9.700225616341639,-10.525867519055259,27.459509302537054,2.12
-9.775296401309747,-10.460692382597781,27.74232036024138,2.13
-9.835633620200428,-10.369219336903113,28.017352905713384,2.14
-9.880307214335923,-10.252261752581845,28.281019398645224,2.15
-9.908554991762053,-10.111072414895737,28.52970685702122,2.16
-9.919782627248187,-9.947343523757754,28.759776857117778,2.17
-9.91356366228728,-9.763206693732021,28.967565533503453,2.18
-9.889501769093805,-9.561328515814871,29.14960154676136,2.19
-9.847751395822705,-9.34534217690511,29.303525650767114,2.2
-9.789035643600226,-9.119041370820076,29.427664356759735,2.21
-9.714230896434842,-8.886028320809475,29.520795091851276,2.22
-9.624366037865993,-8.649713545689247,29.58214618833433,2.23
-9.520622450964055,-8.41331585984148,29.611396883682044,2.24
-9.404334018330363,-8.179862373214496,29.60867732054813,2.25
-9.276987122097191,-7.9521884913227625,29.574568546766844,2.2600000000000002
-9.14022064392778,-7.73293791524698,29.510102515353008,2.27
-8.995825965016293,-7.524562641634002,29.41676208450199,2.2800000000000002
-8.845746966087873,-7.329322962696908,29.296481017589723,2.29
-8.692080027398584,-7.149287466214934,29.151643983172683,2.3000000000000003
-8.537057534647829,-6.98629910617269,28.98509369776406,2.31
-8.382407982683047,-6.840972277743418,28.799939282987864,2.32
-8.229656482242065,-6.714013712404487,28.598445341766517,2.33
-8.080373582072248,-6.60627908173177,28.38269815621606,2.34
-7.936019244030075,-6.518343957318628,28.15484379765778,2.35
-7.797942843081193,-6.450503810775944,27.917088126618314,2.36
-7.667383167300367,-6.402774013732097,27.671696792829547,2.37
-7.545468417871527,-6.374889837832984,27.420995235228702,2.38
-7.433216209087724,-6.366306454741999,27.16736868195826,2.39
-7.331533568351168,-6.376198936140049,26.91326215036603,2.4
-7.241216936173197,-6.403462253725547,26.661180447005087,2.41
-7.162952166174307,-6.44671127921441,26.413688167633843,2.42
-7.097295833847783,-6.504319607978524,26.17335258460011,2.43
-7.044070804159599,-6.576073666929201,25.940668966839002,2.44
-7.00330039305146,-6.662024145930968,25.71644509317392,2.45
-6.975222845805134,-6.761677812472071,25.502266495423644,2.46
-6.95998482998845,-6.874467927588897,25.299652553902835,2.47
-6.957641435455314,-6.999754245865948,25.110056497422136,2.48
-6.968156174345701,-7.136823015435875,24.934865403288082,2.49
-6.991400981085653,-7.2848869779794345,24.775400197303178,2.5
-7.027156212387288,-7.4430853687255345,24.632915653765814,2.5100000000000002
-7.0751106472487875,-7.610483916451189,24.50860039547036,2.52
-7.134861486954412,-7.78607484348157,24.40357689370708,2.5300000000000002
-7.205914355074481,-7.968776865689944,24.31890146826219,2.54
-7.287668671243748,-8.157450959358465,24.255537203085094,2.5500000000000003
-7.379049834017682,-8.351447255220833,24.213572409055132,2.56
-7.479667969803969,-8.549585537179576,24.194141540979473,2.57
-7.589348837660525,-8.750246060707484,24.19873465287496,2.58
-7.707733873785763,-8.95172166575474,24.228499432313352,2.59
-7.834280191518626,-9.152217776748973,24.2842412004213,2.6
-7.96826058133855,-9.349852402595202,24.366422911880356,2.61
-8.108763510865499,-9.542656136675893,24.475165154926987,2.62
-8.254693124859932,-9.728572156850895,24.610246151352552,2.63
-8.404769245222843,-9.90545622545751,24.77110175650332,2.64
-8.557527370995706,-10.07107668931042,24.956825459280452,2.65
-8.71131867836054,-10.22311447970176,25.166168382140032,2.66
-8.864310020639847,-10.359163112401053,25.39753928109302,2.67
-9.014483928296663,-10.47672868765526,25.64900454570531,2.68
-9.159638608934516,-10.573229890188742,25.91828819909766,2.69
-9.29823930625174,-10.64619922013382,26.203195091675383,2.7
-9.430045884898645,-10.693932174385967,26.501093639945715,2.71
-9.55281166427376,-10.714967613003141,26.80745024521385,2.72
-9.664425408557804,-10.708269371738051,27.11780016186372,2.73
-9.76303688755498,-10.673245783311907,27.427832974040342,2.74
-9.847056876692923,-10.609749677414419,27.733392595649736,2.75
-9.915157157022742,-10.51807838070379,28.030477270359007,2.7600000000000002
-9.966270515218985,-10.398973716806733,28.315239571596262,2.77
-9.99959074357967,-10.253622006318448,28.583986402550693,2.7800000000000002
-10.014572640026255,-10.083654066802652,28.83317899617249,2.79
-10.010932008103667,-9.891145212791534,29.059432915172934,2.8000000000000003
-9.98864565698028,-9.678615255785816,29.259518052024312,2.81
-9.947930843279776,-9.4490530101224,29.430358515004386,2.82
-9.888574393897427,-9.206952161633952,29.569320378652865,2.83
-9.811308887266904,-8.956767333861778,29.674886934266286,2.84
-9.717471133898554,-8.702299586003194,29.74615647523639,2.85
-9.608497130652264,-8.447135732964021,29.782716712465856,2.86
-9.485922060737423,-8.194648345358493,29.784644774368303,2.87
-9.35138029371297,-7.947995749509349,29.752507206868298,2.88
-9.206605385487336,-7.71012202744775,29.687359973401342,2.89
-9.05343007831851,-7.483757016913351,29.59074845491389,2.9
-8.893786300813966,-7.271416311354235,29.464707449863322,2.91
-8.72970516793074,-7.075401259926976,29.311761174217978,2.92
-8.563316980975358,-6.897798967496579,29.13492326145712,2.93
-8.396851227603896,-6.7404822946365375,28.937696762570987,2.94
-8.232526346347523,-6.604203509841288,28.723638253728495,2.95
-8.072038258909568,-6.487871411895164,28.49492353847509,2.96
-7.9168783948055585,-6.392082535052779,28.2538056063762,2.97
-7.768428560604516,-6.317266815222409,28.00257172144863,2.98
-7.6279562955366265,-6.263581566638084,27.743514009158417,2.99
-7.496614871493299,-6.230911481859624,27.478929456420946,3.0
-7.375443293027107,-6.218868631772609,27.211119911600846,3.0100000000000002
-7.265366297351842,-6.2267924655883995,26.942392084512086,3.02
-7.167194354342467,-6.253749810844126,26.675057546417868,3.0300000000000002
-7.081623666535155,-6.298534873402692,26.41143273003075,3.04
-7.009236169127257,-6.359669237452776,26.153838929512517,3.0500000000000003
-6.950499529977331,-6.435401865508824,25.904602300474306,3.06
-6.905552619764161,-6.5242479906130315,25.66558941829946,3.0700000000000003
-6.873797993934486,-6.626956697281199,25.43692953951381,3.08
-6.855366742817275,-6.743226135015576,25.220020301835532,3.09
-6.8503876519178215,-6.872492247628232,25.01638413377694,3.1
-6.858890878916115,-7.014115470701503,24.827482873611977,3.11
-6.880807953666839,-7.167380731588038,24.654717769376163,3.12
-6.9159717781993715,-7.331497449410741,24.499429478866663,3.13
-6.964116626717787,-7.505599535062833,24.362898069642224,3.14
-7.024878145600851,-7.6887453912077905,24.24634301902323,3.15
-7.097793353402029,-7.879917912279404,24.150923214091645,3.16
-7.182300640849473,-8.07802448448172,24.07773695169107,3.17
-7.277739770846042,-8.2818969857891,24.027821938426705,3.18
-7.383222381176153,-8.490442472926826,24.001875280630713,3.19
-7.497354161099738,-8.703111465306577,23.999345317663593,3.2
-7.619928218562976,-8.91797687789433,24.021820021327386,3.21
-7.750746447761285,-9.132838617187728,24.070887529477428,3.22
-7.889392282275019,-9.34546617836705,24.147683049921834,3.23
-8.035230695069522,-9.553598645295267,24.252888860421514,3.24
-8.187408198495076,-9.754944690517991,24.386734308690123,3.25
-8.344852844286947,-9.947182575263533,24.54899581239414,3.2600000000000002
-8.506274223565342,-10.127960149442828,24.73899685915278,3.27
-8.670163466835458,-10.294894851649525,24.955608006538082,3.2800000000000002
-8.834793243987425,-10.4455737091599,25.197246882074822,3.29
-8.998217764296365,-10.577553337932923,25.46187818324059,3.3000000000000003
-9.158272776422333,-10.68835994261021,25.747013677465727,3.31
-9.312575568410379,-10.775489316516065,26.04971220213339,3.3200000000000003
-9.458524967690483,-10.836406841657436,26.36657966457947,3.33
-9.593301341077614,-10.868547488723955,26.69376904209267,3.34
-9.715410595086718,-10.86919969467155,27.02782101040259,3.35
-9.82524668871084,-10.83734795677293,27.36501843233071,3.36
-9.920524485934322,-10.773945259300568,27.699432414894595,3.37
-9.999245275295324,-10.680208220666854,28.02555068537349,3.38
-10.059801398028908,-10.557584747664865,28.3383496931354,3.39
-10.100976248067004,-10.407754035468402,28.633294609636984,3.4
-10.12194427203844,-10.232626567631945,28.906339328423666,3.41
-10.122270969268927,-10.034344116090704,29.15392646512953,3.42
-10.101912891781057,-9.815279741160568,29.372987357477413,3.43
-10.061217644294315,-9.578037791538158,29.560942065278812,3.44
-10.000923884225067,-9.325453904300762,29.71569937043398,3.45
-9.92216132168657,-9.060595004906414,29.83565677693185,3.46
-9.826407850195988,-8.78683663228576,29.91970579975892,3.47
-9.713823626271383,-8.510854890385652,29.967388531580838,3.48
-9.58563845132179,-8.237814885220832,29.978506680351966,3.49
-9.444007366728519,-7.970993365260139,29.95324555289298,3.5
-9.29107033717992,-7.713412470960398,29.892313009343184,3.5100000000000002
-9.128952250671444,-7.467839734766512,29.79693946316055,3.52
-8.959762918505573,-7.23678808111138,29.66887788112167,3.5300000000000002
-8.785597075291891,-7.0225158264159715,29.510403783321806,3.54
-8.608534378947018,-6.827026679089256,29.324315243174837,3.5500000000000003
-8.430639410694672,-6.652069739528272,29.11393288741332,3.56
-8.253961675065609,-6.499139500118062,28.88309989608842,3.5700000000000003
-8.080535599897685,-6.3694758452317295,28.63618200256998,3.58
-7.912380536335795,-6.264064051230391,28.378067493546475,3.59
-7.751502643654453,-6.182001834502392,28.11211302007684,3.6
-7.599400758303725,-6.12076803391055,27.83840310627405,3.61
-7.457118633989028,-6.0805232469363295,27.559208022727276,3.62
-7.325599364446781,-6.061273118126981,27.27679886909569,3.63
-7.205689252212448,-6.062804972066923,26.993383185059187,3.64
-7.098137808620584,-6.084687813377746,26.711104950318507,3.65
-7.003597753804792,-6.12627232671822,26.432044584595115,3.66
-6.922625016697759,-6.18669087678428,26.158218947631315,3.67
-6.855678735031227,-6.264857508309046,25.89158133919015,3.68
-6.80312125533602,-6.3594679460627965,25.63402149905549,3.69
-6.765218132942018,-6.468999594853003,25.38736560703194,3.7
-6.742138131978178,-6.591711539524287,25.15337628294494,3.71
-6.733943507911004,-6.725662540981099,24.9337442241111,3.72
-6.739635761855751,-6.871031831185752,24.72920745599275,3.73
-6.75873231421245,-7.028460677262307,24.54077910362864,3.74
-6.791391958106033,-7.1973919869550524,24.370019142843628,3.75
-6.83763820720785,-7.377146006395075,24.218406251866586,3.7600000000000002
-6.897359295735664,-7.566920320100203,24.087337811330475,3.77
-6.970308178453658,-7.765789850975064,23.97812990427226,3.7800000000000002
-7.056102530672421,-7.972706860311023,23.89201731613299,3.79
-7.154224748248971,-8.18650094778625,23.83015353475774,3.8000000000000003
-7.264021947586725,-8.40587905146565,23.793610750395647,3.81
-7.384705965635535,-8.629425447800934,23.783379855699884,3.8200000000000003
-7.5153533598916455,-8.855601751630545,23.80037044572768,3.83
-7.654905408397735,-9.082746916179723,23.84541081794031,3.84
-7.802168113278625,-9.30907726146354,23.919247948784825,3.85
-7.956101873621564,-9.53380888891378,24.021461420971434,3.86
-8.115942966241708,-9.75473324149786,24.151924825909315,3.87
-8.280699018269967,-9.968054511321306,24.311312352096362,3.88
-8.449223614498374,-10.170214716702315,24.499736738633743,3.89
-8.620216297380011,-10.35789370217167,24.71674927522586,3.9
-8.792222567029087,-10.52800913847282,24.96133980218041,3.91
-8.963633881220861,-10.677716522561804,25.23193671040831,3.92
-9.132687655391713,-10.80440917760732,25.526406941423776,3.93
-9.29746726263908,-10.905718252990674,25.84205598734424,3.94
-9.455902033721518,-10.979512724305808,26.175627890890443,3.95
-9.605767257058638,-11.023899393359288,26.523305245386332,3.96
-9.744684178731172,-11.037222888170312,26.880709194759167,3.97
-9.870120002480906,-11.018065662970702,27.242899433539414,3.98
-9.979387889710743,-10.965247998204903,27.604374206860854,3.99
-10.069832955684603,-10.877468720001943,27.959218897834514,4.0
-10.141393631407784,-10.751072249893882,28.303006055364797,4.01
-10.193183570552312,-10.589984038564113,28.630269545944305,4.0200000000000005
-10.223986615451347,-10.399785894627957,28.935604751606174,4.03
-10.232992494171453,-10.18560032876635,29.214326266125067,4.04
-10.219796820512595,-9.952090553725894,29.462467895017035,4.05
-10.184401094008122,-9.703460484318821,29.676782655539593,4.0600000000000005
-10.127212699924797,-9.443454737423087,29.854742776691616,4.07
-10.049044909262776,-9.175358631982238,29.994539699213476,4.08
-9.951116878755602,-8.901998189005493,30.095084075586954,4.09
-9.835053650870233,-8.625740131567728,30.15600577003526,4.1
-9.702886153806997,-8.348491884809444,30.177653858523033,4.11
-9.557051201499663,-8.071701575936881,30.16109662875634,4.12
-9.400391493615365,-7.796358034221848,30.108121580182686,4.13
-9.23452650577314,-7.527231834108438,30.02091265477258,4.14
-9.059575110940184,-7.273559208707321,29.900946404351355,4.15
-8.87807774457769,-7.037949006794953,29.74985144438894,4.16
-8.692505327286547,-6.822466317674902,29.569623607694936,4.17
-8.505205602340316,-6.628769702325508,29.362622486508744,4.18
-8.318403135685184,-6.458111193399841,29.131571432499527,4.19
-8.134199315940041,-6.311336295225766,28.879557556766304,4.2
-7.954572354396373,-6.188883983805847,28.61003172983781,4.21
-7.78137728501834,-6.09078670681741,28.3268085816726,4.22
-7.616345964442728,-6.0166703836125235,28.034066501658977,4.23
-7.4610870719790245,-5.965754405218021,27.736347638615115,4.24
-7.317078613211455,-5.93684834947096,27.438450225353513,4.25
-7.18526106401201,-5.928568674396844,27.14070676020946,4.26
-7.066236591983209,-5.940264757651278,26.843516652328308,4.2700000000000005
-6.960600341466237,-5.971413171702043,26.54899071441515,4.28
-6.868855468820037,-6.021409462577771,26.259145316065347,4.29
-6.791413142421353,-6.089568149867945,25.975902383764605,4.3
-6.728592542664716,-6.175122726722898,25.70108940088896,4.3100000000000005
-6.680620861962462,-6.277225659853794,25.436439407704842,4.32
-6.6476333047447,-6.394948389532664,25.183591001368956,4.33
-6.629673087459336,-6.5272813295923795,24.944088335928363,4.34
-6.626691438572069,-6.673133867426675,24.71938112232044,4.3500000000000005
-6.638547598566387,-6.831334363990093,24.510824628372955,4.36
-6.664730582974592,-7.000794646815713,24.319567753215924,4.37
-6.7037859311005406,-7.181467134362581,24.146476392678167,4.38
-6.755977282150944,-7.372985773449337,23.993279713613575,4.39
-6.821635930563202,-7.574710453350197,23.861693121585557,4.4
-6.900890954867863,-7.785823152901648,23.75329470093759,4.41
-6.993669217688657,-8.005327940502559,23.669525214793165,4.42
-7.099695365742477,-8.232050974114104,23.611688105055812,4.43
-7.218491829839391,-8.464640501259808,23.58094949240912,4.44
-7.349378824882603,-8.701566859025458,23.5783381763167,4.45
-7.491474349868511,-8.941122474059231,23.604745635022212,4.46
-7.643694187886674,-9.181421862571607,23.660926025549358,4.47
-7.804751906119826,-9.420401630335416,23.747496183701884,4.48
-7.973158855843827,-9.655820472685754,23.86493562406356,4.49
-8.147224172427746,-9.885259174520098,24.013586539998208,4.5
-8.325054775333802,-10.106120610298237,24.193653803649696,4.51
-8.505033925618175,-10.315939853943334,24.404973763530528,4.5200000000000005
-8.687185846837268,-10.51243172404817,24.646014664958294,4.53
-8.86974519017692,-10.691278408285084,24.915261242514838,4.54
-9.050670121572132,-10.848414573740829,25.210797045975358,4.55
-9.227897380739318,-10.980262285703558,25.530201940735438,4.5600000000000005
